id,qw,qx,qy,qz,tx,ty,tz,camera,frame
181,0.99795025212396626,0.023910198419410784,-0.059273747851253597,-0.003196797291453589,1.5524267259665352,-4.470172306951838,0.31193918550874472,183,final2848.jpg
182,0.99534034947555861,0.04621255768709473,-0.084510782713251853,-0.0044627147660768239,1.6036728972762033,-4.8870060539243028,0.22259381741076198,182,final2847.jpg
184,0.9992509249351923,0.0044037265210767071,-0.038371171403486504,-0.0024185561838999266,1.5343371251927644,-4.0739654518411612,0.32398117579890695,184,final2849.jpg
185,0.99970776267352468,-0.0070580325788739519,-0.023100701920255668,-0.00096488196313862854,1.5005524468536664,-3.6661722849640688,0.18583773313884569,185,final2850.jpg
186,0.99923140824202683,-0.031767233468041042,0.022919038501530088,0.0014674244813402135,1.1484697287826566,-2.1720763358079647,-0.76922801887800663,189,final2854.jpg
187,0.99795781131588246,-0.047611336743577939,0.042581625543748898,0.00041546739367700179,0.85685849432304251,-1.5308535656429196,-1.1226593377414469,191,final2856.jpg
188,0.99873855222436714,-0.038000910542129257,0.032808510020885438,0.00091475076040337827,1.0043249750007022,-1.845894342613918,-0.97549638351095014,190,final2855.jpg
189,0.99982673286403556,-0.018564237426373857,-0.001343423254646663,0.00026182659250422174,1.3742917691076078,-2.8702108262757666,-0.28944281053020937,187,final2852.jpg
190,0.99983689954431243,-0.012902724366173818,-0.01263035935193382,-0.00040992217314086613,1.4426372662264593,-3.2600730067791859,-0.049178471177006862,186,final2851.jpg
191,0.9996063502639817,-0.025648979476925113,0.011337803533330842,0.00085356590479080308,1.2795199134926878,-2.5126286058784828,-0.52409487957781198,188,final2853.jpg
192,0.99810458347331332,-0.055040556476480991,0.026751558682336994,0.0064908936509958,1.5843926923811356,0.30040727528927158,0.27258054455154246,192,final2861.jpg
193,0.99905194061033964,-0.035645716514068282,0.024860767038537724,-0.0025583430514097873,1.0773709946865109,0.70951188483004057,0.067634671430088639,193,final2863.jpg
194,0.99957082446387135,-0.0068802565473319172,-0.022435033959505465,-0.017535626641073419,-0.24170565308642114,2.2459748586967243,-0.012484514616291197,195,final2870.jpg
195,0.99942371600867541,-0.028464310601517741,0.01751903623567785,-0.0059247169353347749,0.84899121593431259,0.92253828205687671,0.0424844583692063,194,final2864.jpg
196,0.99862009972663246,0.0090838190132260955,-0.04616413394732978,-0.023329238971696992,-0.86712450469600355,2.8582675966957947,0.003903116531631075,196,final2873.jpg
197,0.9968796361887422,0.025577617096402487,-0.068940529862910729,-0.028705048303253506,-1.5574614467560406,3.3138669422701845,-0.11389435619398824,197,final2876.jpg
198,0.97683265377154704,0.19075556985780076,-0.075981376605943673,-0.060308452997307423,-3.358541872824004,7.0536425861690226,6.4599505040238725,202,final2915.jpg
199,0.99191184300156821,0.046555873902238976,-0.11360981642479302,-0.032190929317992188,-2.8517960878689239,3.8066423255297224,-0.3083985916912414,198,final2881.jpg
200,0.98437108875483881,0.074491051389471735,-0.15377246148169763,-0.042645902222418854,-3.750769510994544,4.2236532383647765,-0.45669310573051403,199,final2886.jpg
201,0.98422959134790211,0.077640342761294057,-0.15330665215960881,-0.041966166070574705,-3.8384125701193668,4.4045900394009161,-0.40686214584740971,200,final2887.jpg
202,0.98436709210507889,0.096016994522692953,-0.14177814909664899,-0.041244650345818153,-3.9560073600692358,5.2947875238851543,0.13578024699516011,201,final2892.jpg
